anime_id,title,title_english,title_japanese,image_url,episodes,release_data,end_data,duration,studio,tag,,,,,,,,,,,,,,,,,,,,,duration_min,,,,,,,,,,
,Nintama Rantarou,,忍たま乱太郎,https://myanimelist.cdn-dena.com/images/anime/6/74028.jpg,0,1993-04-10,None,10,Ajia-Do,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,
,.hack//Quantum,,.hack//Quantum,https://myanimelist.cdn-dena.com/images/anime/5/28371.jpg,3,2011-01-28,2011-04-07,26,Kinema Citrus,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,
,Nerawareta Gakuen,Psychic School Wars,ねらわれた学園,https://myanimelist.cdn-dena.com/images/anime/2/43807.jpg,1,2012-10-19,2012-10-19,1,Sunrise,,,,,,,,,,,,,,,,,,,,,,106.0,,,,,,,,,,
,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone Specials,,世界名作劇場・完結版 家族ロビンソン漂流記 ふしぎな島のフローネ,https://myanimelist.cdn-dena.com/images/anime/13/63533.jpg,2,None,,45,Nippon Animation,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,
,Majokko Club Yoningumi: A Kuukan kara no Alien X,,魔女っ子クラブ4人組 A空間からのエイリアンX,https://myanimelist.cdn-dena.com/images/anime/8/29831.jpg,1,1987-07-28,1987-07-28,27,Studio Pierrot,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,
,Shinmai Maou no Testament Burst,The Testament of Sister New Devil: Burst,新妹魔王の契約者 BURST,https://myanimelist.cdn-dena.com/images/anime/12/76476.jpg,10,2015-10-10,2015-12-12,23,Production IMS,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Geneshaft,,ジーンシャフト,https://myanimelist.cdn-dena.com/images/anime/8/76287.jpg,13,2001-04-05,2001-06-28,23,Satelight,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Cookin&#039, Idol Ai! Mai! Main!,,Cooking Idol,Original,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,
,Yowamushi Pedal: Glory Line,,弱虫ペダル GLORY LINE,https://myanimelist.cdn-dena.com/images/anime/3/88489.jpg,25,2018-01-09,None,23,TMS Entertainment,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Nanatsu no Bitoku Specials,,七つの美徳,https://myanimelist.cdn-dena.com/images/anime/1938/90218.jpg,2,2018-04-27,2018-04-27,5,Bridge,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,Comic Party Specials,,こみっくパーティー,https://myanimelist.cdn-dena.com/images/anime/11/5319.jpg,4,2003-01-13,2003-01-13,7,OLM,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,
,Piano no Mori (TV),,ピアノの森,https://myanimelist.cdn-dena.com/images/anime/1184/90334.jpg,12,2018-04-09,None,25,Fukushima Gainax,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,TO-Y,,トーイ,https://myanimelist.cdn-dena.com/images/anime/8/28007.jpg,1,1987-10-01,1987-10-01,55,Studio Gallop,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,
,Pico x CoCo x Chico,,ぴこ×CoCo×ちこ,https://myanimelist.cdn-dena.com/images/anime/13/39501.jpg,1,2008-10-09,2008-10-09,35,"Sugar Boy, Blue Cat",,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,
,Top Secret: The Revelation,,秘密（トップシークレット） The Revelation,https://myanimelist.cdn-dena.com/images/anime/6/21702.jpg,26,2008-04-09,2008-10-01,22,Madhouse,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,
,Tantei Opera Milky Holmes,,探偵オペラ ミルキィホームズ,https://myanimelist.cdn-dena.com/images/anime/10/26676.jpg,12,2010-10-07,2010-12-23,24,J.C.Staff,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Akibakei Kanojo,Akiba Girls,アキバ系彼女,https://myanimelist.cdn-dena.com/images/anime/4/36727.jpg,3,2004-06-25,2006-06-25,30,Image House,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,D.C.III: Da Capo III,,D.C.III ～ダ・カーポIII～,https://myanimelist.cdn-dena.com/images/anime/12/44167.jpg,13,2013-01-05,2013-03-30,23,Kazami Gakuen Koushiki Douga-bu,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Ryuugajou Nanana no Maizoukin,Nanana&#039,s Buried Treasure,,Light novel,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,
,Momo e no Tegami,A Letter to Momo,ももへの手紙,https://myanimelist.cdn-dena.com/images/anime/2/43557.jpg,1,2011-09-10,2011-09-10,2,Production I.G,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,
,Zan Sayonara Zetsubou Sensei,,懺・さよなら絶望先生,https://myanimelist.cdn-dena.com/images/anime/5/14728.jpg,13,2009-07-05,2009-09-27,23,Shaft,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Aware! Meisaku-kun,Aware! Meisaku-kun,あはれ! 名作くん,https://myanimelist.cdn-dena.com/images/anime/13/79069.jpg,0,2016-04-08,None,5,Pie in The Sky,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,Precure All Stars Movie DX: Minna Tomodachi☆Kiseki no Zenin Daishuugou!,,映画 プリキュアオールスターズDX みんなともだちっ☆奇跡の全員大集合!,https://myanimelist.cdn-dena.com/images/anime/2/20243.jpg,1,2009-03-20,2009-03-20,1,Toei Animation,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,
,Legend of Duo,,LEGEND OF DUO,https://myanimelist.cdn-dena.com/images/anime/7/23556.jpg,12,2005-04-21,2005-06-27,5,"Radix, Marine Entertainment",,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,Magi: The Labyrinth of Magic,Magi: The Labyrinth of Magic,マギ The labyrinth of magic,https://myanimelist.cdn-dena.com/images/anime/11/42773.jpg,25,2012-10-07,2013-03-31,24,A-1 Pictures,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Final Fantasy VII: Advent Children Complete,,ファイナルファンタジーVII アドベントチルドレンコンプリート,https://myanimelist.cdn-dena.com/images/anime/6/63573.jpg,1,2009-04-16,2009-04-16,2,Square Enix,,,,,,,,,,,,,,,,,,,,,,126.0,,,,,,,,,,
,Red Ash: Gearworld,,Red Ash -GEARWORLD-,https://myanimelist.cdn-dena.com/images/anime/2/80222.jpg,1,2017-03-11,2017-03-11,23,Studio 4°C,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Maido! Urayasu Tekkin Kazoku,,毎度! 浦安鉄筋家族,https://myanimelist.cdn-dena.com/images/anime/3/65115.jpg,25,2014-07-06,2014-12-28,3,Studio Deen,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
,Inazma Delivery: Dougyousha Attack-hen,,イナズマデリバリー 同業者アタック編,https://myanimelist.cdn-dena.com/images/anime/4/89278.jpg,10,2017-12-08,2018-03-02,2,Kanaban Graphics,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
,Bronze: Zetsuai Since 1989,,BRONZE zetsuai since 1989,https://myanimelist.cdn-dena.com/images/anime/5/73227.jpg,1,1996-12-04,1996-12-04,54,Production I.G,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,
,Backkom Sports,Bernard,빼꼼 Sports,https://myanimelist.cdn-dena.com/images/anime/12/65731.jpg,52,None,,3,RG Animation Studios,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
,Chouon Senshi Borgman,,超音戦士ボーグマン,https://myanimelist.cdn-dena.com/images/anime/11/23045.jpg,35,1988-04-13,1988-12-21,24,"Production Reed, Asahi Production",,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Ikkitousen: Xtreme Xecutor,,一騎当千 Xtreme Xecutor,https://myanimelist.cdn-dena.com/images/anime/2/18209.jpg,12,2010-03-26,2010-06-11,24,"Arms, TNK",,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,SD Gundam Force,,SDガンダムフォース,https://myanimelist.cdn-dena.com/images/anime/11/34845.jpg,52,2004-01-07,2004-12-29,25,Sunrise,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Marude Dameo,,丸出だめ夫,https://myanimelist.cdn-dena.com/images/anime/6/52971.jpg,47,1991-11-02,1992-09-26,25,Studio Pierrot,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Slayers Revolution,,スレイヤーズ,https://myanimelist.cdn-dena.com/images/anime/7/20940.jpg,13,2008-07-03,2008-09-25,23,J.C.Staff,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Pâtisserie no Monster,Patissier Monster,パティシエのモンスター,https://myanimelist.cdn-dena.com/images/anime/2/79572.jpg,4,2016-04-26,2016-07-28,1,dwarf,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
,Tsukipro The Animation,,TSUKIPRO THE ANIMATION,https://myanimelist.cdn-dena.com/images/anime/4/88060.jpg,13,2017-10-04,2017-12-27,23,PRA,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Ushio to Tora (TV) 2nd Season,Ushio & Tora,うしおととら,https://myanimelist.cdn-dena.com/images/anime/4/78567.jpg,13,2016-04-01,2016-06-24,24,MAPPA,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Koe de Oshigoto! The Animation,Koe de Oshigoto!,こえでおしごと! The ANIMATION,https://myanimelist.cdn-dena.com/images/anime/5/25524.jpg,2,2010-11-17,2011-05-11,30,Studio Gokumi,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,"Yuyushiki: Komarasetari, Komarasaretari",,ゆゆ式 OVA『困らせたり、困らされたり』,https://myanimelist.cdn-dena.com/images/anime/7/90116.jpg,1,2017-02-22,2017-02-22,27,Kinema Citrus,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,
,Guomin Laogong Dai Huijia,,国民老公带回家,https://myanimelist.cdn-dena.com/images/anime/3/84981.jpg,12,2016-10-03,2016-12-12,11,G.CMay Animation &amp,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,
,Kami nomi zo Shiru Sekai: Megami-hen,The World God Only Knows: Goddesses,神のみぞ知るセカイ 女神篇,https://myanimelist.cdn-dena.com/images/anime/6/51949.jpg,12,2013-07-09,2013-09-24,24,Manglobe,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Firestorm,,FIRESTORM　ファイアーストーム,https://myanimelist.cdn-dena.com/images/anime/11/6090.jpg,26,2003-04-06,2003-09-28,25,Trans Arts,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Love Hina,Love Hina,ラブひな,https://myanimelist.cdn-dena.com/images/anime/1/189.jpg,24,2000-04-19,2000-09-27,23,Xebec,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Tropical Kiss,,トロピカルKISS,https://myanimelist.cdn-dena.com/images/anime/8/44698.jpg,3,2012-10-26,2014-03-28,30,Collaboration Works,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Ginga Tetsudou no Yoru,Night on the Galactic Railroad,銀河鉄道の夜,https://myanimelist.cdn-dena.com/images/anime/6/64861.jpg,1,1985-07-13,1985-07-13,1,Group TAC,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,
,Zegapain,Zegapain,ゼーガペイン,https://myanimelist.cdn-dena.com/images/anime/6/76949.jpg,26,2006-04-06,2006-09-28,23,Sunrise,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Midori no Hibi,Midori Days,美鳥の日々,https://myanimelist.cdn-dena.com/images/anime/13/56961.jpg,13,2004-04-04,2004-06-27,24,Studio Pierrot,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Quanzhi Fashi,QUANZHIFASHI,全职法师,https://myanimelist.cdn-dena.com/images/anime/9/83819.jpg,12,2016-09-02,2016-11-04,18,Shanghai Foch Film Culture Investment,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,
,Ai no Gakkou Cuore Monogatari,,愛の学校 クオレ物語,https://myanimelist.cdn-dena.com/images/anime/10/6839.jpg,26,1981-04-03,1981-09-25,25,Nippon Animation,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Satsujin Kippu wa Heart-iro,,殺人切符はハート色,https://myanimelist.cdn-dena.com/images/anime/6/43729.jpg,1,1990-02-03,1990-02-03,50,"Nippon Animation, Studio WHO",,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,
,Cambrian,,カンブリアン,https://myanimelist.cdn-dena.com/images/anime/12/37477.jpg,2,2005-11-25,2006-05-25,30,Studio Jam,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Super Lovers,Super Lovers,SUPER LOVERS（スーパーラヴァーズ）,https://myanimelist.cdn-dena.com/images/anime/4/78450.jpg,10,2016-04-06,2016-06-08,24,Studio Deen,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Match Uri no Shoujo,The Little Match Girl,マッチ売りの少女,s Little Match Girl,Book,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,
,OZ,,オズ,https://myanimelist.cdn-dena.com/images/anime/13/77858.jpg,2,1992-08-28,1992-09-25,35,"Madhouse, Studio Fantasia",,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,
,GJ-bu,GJ Club,GJ部,https://myanimelist.cdn-dena.com/images/anime/10/45995.jpg,12,2013-01-10,2013-03-28,23,Doga Kobo,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Zipang,,ジパング,https://myanimelist.cdn-dena.com/images/anime/13/75740.jpg,26,2004-10-08,2005-04-01,24,Studio Deen,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Bounen no Xamdou,Xam&#039,d: Lost Memories,"Bonen no Xamdou, Bonen no Zamudo, Bounen no Zamudo, Bounen no Zamned",Original,,,,Sentai Filmworks,,,,,,,,,,,,,,,,,,,,,,"['#01: ""Vacancy"" by Kylee', '#R1: ""Just Breathe"" by Kylee (TV broadcast ED)', '#R2: ""Over U"" by Kylee (TV broadcast ED2)']",,,,,,,,,,
,Code:Breaker,Code:Breaker,CØDE:BREAKER,https://myanimelist.cdn-dena.com/images/anime/13/57251.jpg,13,2012-10-07,2012-12-23,24,Kinema Citrus,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Sakura Capusule,,サクラカプセル,https://myanimelist.cdn-dena.com/images/anime/8/75512.jpg,1,2014-08-29,2014-08-29,40,Lerche,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,
,Digimon Adventure 02 Movies,Digimon: The Movie,映画 デジモンアドベンチャー０２,https://myanimelist.cdn-dena.com/images/anime/7/82960.jpg,2,2000-07-08,2000-07-08,32,Toei Animation,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,
,Seitokaichou ni Chuukoku,"Hey, Class President!",生徒会長に忠告,https://myanimelist.cdn-dena.com/images/anime/5/17008.jpg,2,2009-11-27,2010-04-30,30,PrimeTime,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Pink Lady Monogatari: Eikou no Tenshi-tachi,,ピンク・レディー物語 栄光の天使たち,https://myanimelist.cdn-dena.com/images/anime/6/46585.jpg,33,1978-10-24,1979-06-12,25,Toei Animation,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Ozmafia!!,,オズマフィア,https://myanimelist.cdn-dena.com/images/anime/9/80549.jpg,12,2016-07-07,2016-09-22,5,Creators in Pack,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,Yume-iro Pâtissière SP Professional,,夢色パティシエールSP（スペシャル）プロフェッショナル,https://myanimelist.cdn-dena.com/images/anime/2/27794.jpg,13,2010-10-03,2010-12-26,24,Studio Pierrot,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Arabian Nights: Sindbad no Bouken (TV),,アラビアンナイト シンドバットの冒険,https://myanimelist.cdn-dena.com/images/anime/2/31935.jpg,52,1975-10-01,1976-09-29,25,Nippon Animation,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Kishin Taisen Gigantic Formula,,機神大戦 ギガンティック・フォーミュラ,https://myanimelist.cdn-dena.com/images/anime/2/21716.jpg,26,2007-04-05,2007-09-27,24,Brain&#039,,,,,,,,,,,,,,,,,,,,,,"['""Tsubasa"" by Sena']",,,,,,,,,,
,Omoide Poroporo,Only Yesterday,おもひでぽろぽろ,https://myanimelist.cdn-dena.com/images/anime/9/75922.jpg,1,1991-07-20,1991-07-20,1,Studio Ghibli,,,,,,,,,,,,,,,,,,,,,,118.0,,,,,,,,,,
,Hinamatsuri,,ヒナまつり,https://myanimelist.cdn-dena.com/images/anime/1943/91370.jpg,12,2018-04-06,None,23,feel.,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Phantasy Star Online 2 The Animation,,ファンタシースターオンライン２ ジ アニメーション,https://myanimelist.cdn-dena.com/images/anime/5/78120.jpg,12,2016-01-08,2016-04-01,24,Telecom Animation Film,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Hanasaku Iroha,Hanasaku Iroha: Blossoms for Tomorrow,花咲くいろは,https://myanimelist.cdn-dena.com/images/anime/3/28967.jpg,26,2011-04-03,2011-09-25,24,P.A. Works,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Cinderella Girls Gekijou,THE IDOLM@STER CINDERELLA GIRLS Theater,シンデレラガールズ劇場,https://myanimelist.cdn-dena.com/images/anime/10/89786.jpg,13,2017-04-04,2017-06-27,3,"Gathering, Lesprit",,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
,Big Order,,ビッグオーダー,https://myanimelist.cdn-dena.com/images/anime/12/78945.jpg,1,2015-10-03,2015-10-03,38,Asread,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,
,Tian Xin Ge Ge,Ori-Princess,甜心格格,https://myanimelist.cdn-dena.com/images/anime/12/81128.jpg,52,2011-10-04,2011-11-24,22,Puzzle Animation Studio Limited,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,
,Tono to Issho: Ippunkan Gekijou,,殿といっしょ 1分間劇場,https://myanimelist.cdn-dena.com/images/anime/9/24947.jpg,12,2010-07-06,2010-09-21,1,Gathering,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
,Bakemonogatari,Bakemonogatari,化物語,https://myanimelist.cdn-dena.com/images/anime/11/75274.jpg,15,2009-07-03,2010-06-25,24,Shaft,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Hinako Note,Hinako Note,ひなこのーと,https://myanimelist.cdn-dena.com/images/anime/2/84858.jpg,12,2017-04-07,2017-06-23,23,Passione,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Imouto Paradise! 3 The Animation,,妹ぱらだいす! 3 The Animation,https://myanimelist.cdn-dena.com/images/anime/1354/90785.jpg,0,2018-04-27,None,17,Anime Antenna Iinkai,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,
,Grisaia no Meikyuu: Caprice no Mayu 0,The Labyrinth of Grisaia: The Cocoon of Caprice 0,グリザイアの迷宮 カプリスの繭0,https://myanimelist.cdn-dena.com/images/anime/2/73152.jpg,1,2015-04-12,2015-04-12,47,8bit,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,
,Road to You: Kimi e to Tsuzuku Michi,,ROAD TO YOU ~君へと続く道~,https://myanimelist.cdn-dena.com/images/anime/11/88116.jpg,1,2017-10-11,2017-10-11,3,The Answer Studio,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
,Lunn wa Kaze no Naka,,るんは風の中,https://myanimelist.cdn-dena.com/images/anime/4/39209.jpg,1,1985-04-13,1985-04-13,24,Tezuka Productions,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,,まりもの花 ～最強武闘派小学生伝説～,https://myanimelist.cdn-dena.com/images/anime/12/38379.jpg,1,2012-03-18,2012-03-18,11,Kinema Citrus,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,
,Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,"Love, Chunibyo & Other Delusions!: Sparkling... Slapstick Noel",中二病でも恋がしたい! 煌めきの... 聖爆誕祭（スラップステック・ノエル）,https://myanimelist.cdn-dena.com/images/anime/7/45512.jpg,1,2013-06-19,2013-06-19,24,Kyoto Animation,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Ayakashi,,アヤカシ,https://myanimelist.cdn-dena.com/images/anime/5/20942.jpg,12,2007-12-12,2008-02-27,23,Tokyo Kids,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Fuusen Inu Tinny: Nandaka Fushigi na - Kyouryuu no Kuni,,ふうせんいぬティニー なんだかふしぎな きょうりゅうのくに,https://myanimelist.cdn-dena.com/images/anime/3/83801.jpg,1,2017-08-25,2017-08-25,49,Craftar,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,
,Idol Time PriPara,,アイドルタイムプリパラ,https://myanimelist.cdn-dena.com/images/anime/3/86056.jpg,51,2017-04-04,2018-03-27,24,"Tatsunoko Production, Dongwoo A&amp;E",,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Oyako Club,,親子クラブ,https://myanimelist.cdn-dena.com/images/anime/8/34817.jpg,1818,1994-10-03,2013-03-30,5,Eiken,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,Bungou Stray Dogs,Bungo Stray Dogs,文豪ストレイドッグス,https://myanimelist.cdn-dena.com/images/anime/3/79409.jpg,12,2016-04-07,2016-06-23,23,Bones,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Yuuwaku,Temptation,誘惑,https://myanimelist.cdn-dena.com/images/anime/11/31529.jpg,2,2003-07-25,2003-10-31,30,AT-2,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Kara no Kyoukai 1: Fukan Fuukei,the Garden of sinners Chapter 1: Overlooking View,劇場版 空の境界 the Garden of sinners 第一章『俯瞰風景』,https://myanimelist.cdn-dena.com/images/anime/12/21741.jpg,1,2007-12-01,2007-12-01,50,ufotable,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,
,Planetarian: Chiisana Hoshi no Yume,Planetarian,planetarian～ちいさなほしのゆめ～,https://myanimelist.cdn-dena.com/images/anime/11/80753.jpg,5,2016-07-07,2016-08-04,18,Funimation,,,,,,,,,,,,,,,,,,,,,,"['#1: “Twinkle Starlight” by Sayaka Sasaki (eps 1-4)', '#2: ""Hoshi Meguri no Uta (星めぐりの歌)"" by MELL (ep 5)']",,,,,,,,,,
,Kenritsu Chikyuu Boueigun,Prefectural Earth Defense Force,県立地球防衛軍,https://myanimelist.cdn-dena.com/images/anime/7/75317.jpg,1,1986-03-21,1986-03-21,50,Studio Gallop,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,
,Misute♡naide Daisy,"Don&#039;t Leave Me Alone, Daisy",みすて♡ないでデイジー,https://myanimelist.cdn-dena.com/images/anime/1/1936.jpg,12,1997-07-03,1997-09-18,24,Studio Deen,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Shigatsu wa Kimi no Uso,Your Lie in April,四月は君の嘘,https://myanimelist.cdn-dena.com/images/anime/3/67177.jpg,22,2014-10-10,2015-03-20,22,Aniplex of America,,,,,,,,,,,,,,,,,,,,,,"['#1: ""Kirameki (キラメキ)"" by wacci (eps 1-11)', '#2: ""Orange (オレンジ)"" by 7!! (eps 12-21)', '#3: ""Orange (オレンジ) (Acoustic Ver.)"" by 7!! (ep 22)']",,,,,,,,,,
,Goulart Knights: Evoked the Beginning White,Goulart Knights: Evoked the Beginning White,グラール騎士団 Evoked THE Beginning White,https://myanimelist.cdn-dena.com/images/anime/10/38821.jpg,1,2011-09-26,2011-09-26,22,Studio Blanc,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,
,Shijou Saikyou no Deshi Kenichi Specials,,史上最強の弟子 ケンイチ,s Strongest Disciple Kenichi Specials,Manga,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,2013.0,,,,,,,
,Top wo Nerae 2! Diebuster,Gunbuster 2,トップをねらえ2！DIEBUSTER,https://myanimelist.cdn-dena.com/images/anime/7/50475.jpg,6,2004-10-03,2006-08-25,30,Gainax,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Ojisan to Marshmallow,Ojisan and Marshmallow,おじさんとマシュマロ,https://myanimelist.cdn-dena.com/images/anime/7/78113.jpg,12,2016-01-08,2016-03-25,3,Creators in Pack,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
,One Piece: Adventure of Nebulandia,,ワンピース～アドベンチャー オブ ネブランディア～,https://myanimelist.cdn-dena.com/images/anime/5/77050.jpg,1,2015-12-19,2015-12-19,1,Toei Animation,,,,,,,,,,,,,,,,,,,,,,106.0,,,,,,,,,,
,Net-juu no Susume Special,Recovery of an MMO Junkie Special,ネト充のススメ,https://myanimelist.cdn-dena.com/images/anime/7/90115.jpg,1,2017-12-08,2017-12-08,24,Signal. MD,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Time Bokan 24,Time Bokan 24,タイムボカン24,https://myanimelist.cdn-dena.com/images/anime/2/82232.jpg,24,2016-10-01,2017-03-18,23,Tatsunoko Production,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,One Piece Film: Strong World Episode 0,,ワンピース　フィルム　ストロングワールド　エピソードゼロ,https://myanimelist.cdn-dena.com/images/anime/2/24152.jpg,1,None,,18,Toei Animation,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,
,Saint Seiya: Meiou Hades Meikai-hen,Saint Seiya: The Hades Chapter - Inferno,聖闘士星矢 冥王ハーデス冥界編,https://myanimelist.cdn-dena.com/images/anime/12/75732.jpg,12,2005-12-17,2007-02-06,25,Toei Animation,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Biohazard: Vendetta,Resident Evil: Vendetta,バイオハザード ヴェンデッタ,https://myanimelist.cdn-dena.com/images/anime/6/83300.jpg,1,2017-05-27,2017-05-27,1,Marza Animation Planet,,,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,
,Hikaru no Go: Journey to the North Star Cup,,ヒカルの碁 北斗杯への道,https://myanimelist.cdn-dena.com/images/anime/12/78453.jpg,1,2004-01-03,2004-01-03,1,Studio Pierrot,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,
,Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,Pretty Cure All Stars DX2: Light of Hope - Protect the Rainbow Jewel!,映画 プリキュアオールスターズDX2 希望の光☆レインボージュエルを守れ!,https://myanimelist.cdn-dena.com/images/anime/9/20237.jpg,1,2010-03-20,2010-03-20,1,Toei Animation,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,
,Venus Versus Virus,Venus Versus Virus,ヴィーナス ヴァーサス ヴァイアラス,https://myanimelist.cdn-dena.com/images/anime/4/18842.jpg,12,2007-01-12,2007-03-30,24,Studio Hibari,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
